"Country Code","Region","IncomeGroup","SpecialNotes","TableName",
"IND","South Asia","Lower middle income","Central Statistics Office ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Fiscal year end: March 31; reporting period for national accounts data: FY. Based on official government statistics; the new base year is 2011/12. India reports using SNA 2008.","India",
